Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend
High School,Clerical,F,M,1,1,0,1,23306,44,42
Partial College,Clerical,F,M,1,1,0,1,47031,44,50
Partial College,Clerical,M,M,1,1,0,1,64655,43,76
Partial College,Clerical,M,M,1,1,0,1,73345,43,75
Partial College,Clerical,F,M,1,1,0,1,31056,43,41
Partial College,Clerical,F,M,1,1,0,1,48439,43,46
Graduate Degree,Skilled Manual,M,M,1,0,0,5,152220,43,93
Partial College,Clerical,M,M,1,1,0,1,69857,42,82
Partial College,Clerical,F,M,1,1,0,1,40792,42,53
Partial College,Clerical,F,M,1,1,0,1,38845,42,52
Partial College,Clerical,F,M,1,1,0,1,59253,42,48
Partial College,Clerical,F,M,1,1,0,1,62613,42,55
Partial College,Clerical,F,M,1,1,0,1,45219,41,49
Partial College,Clerical,M,M,1,1,0,1,52570,41,74
Partial College,Clerical,M,M,1,1,0,1,57850,41,74
Partial College,Clerical,F,M,1,1,0,1,36573,41,48
Partial College,Clerical,F,M,1,1,0,1,48859,41,47
Partial College,Clerical,F,M,1,1,0,1,35124,41,50
Partial College,Clerical,F,M,1,1,0,1,42834,41,49
Graduate Degree,Skilled Manual,M,S,1,0,0,4,99505,40,77
Graduate Degree,Skilled Manual,M,M,1,0,0,4,108921,40,84
Graduate Degree,Skilled Manual,M,M,1,0,0,4,105989,40,81
Graduate Degree,Skilled Manual,F,S,0,0,0,4,97760,39,50
Graduate Degree,Skilled Manual,M,S,1,0,0,4,113091,39,83
Graduate Degree,Skilled Manual,M,S,0,0,0,4,112331,39,75
Partial College,Manual,M,S,0,0,1,1,20740,30,72
Partial College,Manual,F,M,1,1,1,1,15522,30,49
Bachelors ,Clerical,M,M,1,0,0,1,57071,30,75
Bachelors ,Clerical,M,M,1,0,0,1,75949,30,78
Graduate Degree,Clerical,F,M,1,0,0,0,76554,30,51
Graduate Degree,Clerical,M,S,1,0,0,0,59117,30,69
Bachelors ,Clerical,F,M,1,0,0,0,50134,30,57
Partial College,Manual,M,S,0,1,1,1,13541,31,69
Partial College,Manual,F,M,1,1,1,1,25627,31,53
High School,Manual,F,S,1,2,0,4,15686,72,31
Bachelors ,Clerical,F,M,1,0,0,1,55981,72,34
Partial College,Manual,M,M,1,1,1,1,31550,31,82
Bachelors ,Clerical,F,S,0,0,1,1,56406,31,53
Bachelors ,Clerical,M,S,0,0,1,1,56314,31,78
Bachelors ,Clerical,F,S,0,1,1,1,56250,31,53
Partial High School,Manual,F,S,1,2,5,5,23103,32,71
High School,Manual,M,M,1,1,1,1,21101,32,79
High School,Manual,M,S,0,1,1,1,23122,32,68
High School,Manual,M,S,0,2,1,1,24346,32,69
High School,Manual,M,S,1,0,2,2,24241,32,79
Bachelors ,Clerical,F,M,1,0,0,0,37873,31,54
Bachelors ,Clerical,F,M,1,0,0,0,54988,31,49
High School,Manual,F,S,1,0,2,2,17767,32,51
Bachelors ,Skilled Manual,M,M,1,2,1,1,46864,32,86
Bachelors ,Skilled Manual,M,M,1,2,1,1,59246,32,84
High School,Manual,F,S,1,1,2,2,22622,33,59
High School,Manual,F,S,1,1,2,2,14641,33,55
High School,Manual,M,S,1,2,2,2,19664,33,77
Bachelors ,Skilled Manual,M,M,1,2,1,1,49777,33,89
Bachelors ,Skilled Manual,F,M,1,2,1,1,59515,33,59
Partial High School,Manual,F,S,1,2,2,3,21200,34,53
High School,Manual,M,S,1,1,3,3,22376,34,87
Bachelors ,Professional,F,M,1,0,0,0,66945,32,51
Partial College,Clerical,F,S,1,0,2,2,46702,35,56
Partial College,Clerical,F,S,1,0,2,2,32077,33,58
Bachelors ,Skilled Manual,M,M,1,0,0,1,57879,33,74
Bachelors ,Skilled Manual,F,M,1,0,0,1,58426,33,52
Bachelors ,Skilled Manual,M,M,1,0,0,1,60618,33,76
Partial College,Clerical,M,S,1,2,2,2,49888,34,89
Partial College,Clerical,F,M,0,2,2,2,47766,34,63
Bachelors ,Skilled Manual,F,M,1,0,0,1,51392,34,48
Partial College,Clerical,F,S,1,2,2,2,49737,35,59
Partial College,Clerical,F,S,1,0,3,3,52713,35,67
High School,Manual,M,S,0,1,0,0,12608,20,59
High School,Manual,M,S,1,1,0,0,10227,21,60
High School,Manual,M,S,1,2,4,4,25326,19,100
Bachelors ,Skilled Manual,M,M,1,0,0,1,53454,35,73
Partial College,Clerical,F,S,1,3,3,3,41092,20,68
High School,Manual,F,S,0,1,0,0,15813,21,42
Partial College,Clerical,F,S,0,1,0,0,60473,21,50
Partial College,Clerical,M,S,0,1,0,0,48168,21,64
Partial College,Clerical,M,S,0,1,0,0,58729,21,64
Partial College,Clerical,M,S,1,1,0,0,46728,21,63
High School,Manual,F,S,0,1,0,0,16476,22,41
High School,Manual,M,S,1,1,0,0,20105,23,53
High School,Manual,M,S,0,1,0,0,20019,22,58
Partial College,Clerical,M,S,0,1,0,0,50855,22,62
Partial College,Clerical,M,S,0,1,0,0,57127,23,67
Partial High School,Manual,M,M,0,1,0,0,17865,24,57
Partial High School,Manual,M,S,0,2,0,0,13742,24,56
Partial College,Clerical,F,S,0,1,0,0,38370,23,41
Partial College,Clerical,F,S,0,1,0,0,29469,23,43
Bachelors ,Skilled Manual,M,M,1,0,1,1,53160,23,87
Bachelors ,Skilled Manual,F,M,1,0,1,1,55282,23,56
Graduate Degree,Skilled Manual,M,S,0,0,0,4,102769,39,77
Graduate Degree,Skilled Manual,M,M,1,0,0,4,104694,39,82
Graduate Degree,Skilled Manual,F,S,1,0,0,0,53543,25,41
Graduate Degree,Skilled Manual,F,S,1,0,0,0,64308,25,46
Graduate Degree,Skilled Manual,F,S,0,0,0,0,56540,25,47
Graduate Degree,Skilled Manual,M,M,1,0,0,0,81306,25,71
Graduate Degree,Skilled Manual,M,S,1,0,0,1,84705,25,75
Graduate Degree,Skilled Manual,M,M,1,0,0,1,61463,25,76
Graduate Degree,Skilled Manual,F,M,1,0,0,1,53438,25,49
Graduate Degree,Skilled Manual,M,M,1,0,0,1,93201,25,78
Graduate Degree,Skilled Manual,F,S,1,0,0,1,56071,26,44
High School,Skilled Manual,M,S,1,3,4,4,55562,27,115
Graduate Degree,Skilled Manual,F,M,1,0,0,1,88486,27,50
Graduate Degree,Skilled Manual,M,M,1,0,1,1,97582,27,97
Graduate Degree,Skilled Manual,F,M,1,0,1,1,88151,27,60
Bachelors ,Skilled Manual,M,M,1,0,1,1,71138,26,85
Graduate Degree,Skilled Manual,M,M,1,0,0,1,91951,26,78
Graduate Degree,Skilled Manual,M,M,1,0,0,1,110464,26,86
Graduate Degree,Professional,F,S,1,0,0,1,100207,26,54
Graduate Degree,Professional,F,M,1,0,0,1,96458,26,58
Graduate Degree,Professional,M,M,1,0,0,1,126377,26,82
Graduate Degree,Professional,F,M,1,0,0,1,95791,26,55
Bachelors ,Skilled Manual,F,M,1,0,1,1,43559,28,56
Bachelors ,Skilled Manual,M,M,1,0,1,1,62992,28,88
Bachelors ,Skilled Manual,F,M,1,1,1,1,51568,28,53
Bachelors ,Skilled Manual,M,S,1,0,2,2,55588,29,88
Bachelors ,Skilled Manual,F,S,1,0,2,2,65067,29,62
Bachelors ,Skilled Manual,F,S,1,0,2,2,45250,29,56
Bachelors ,Skilled Manual,M,S,0,0,2,2,66765,29,92
Graduate Degree,Professional,M,S,1,0,0,1,126072,29,83
Graduate Degree,Professional,M,M,1,0,0,1,104152,29,84
Graduate Degree,Professional,F,M,1,0,0,1,88330,27,53
Graduate Degree,Professional,F,S,1,0,0,1,91205,27,50
Graduate Degree,Professional,F,M,1,0,0,1,93991,27,54
Graduate Degree,Professional,F,M,1,0,0,3,96692,27,53
Graduate Degree,Professional,M,M,1,0,0,1,115777,29,80
Graduate Degree,Professional,M,S,1,0,0,1,104501,29,75
Graduate Degree,Professional,M,S,1,0,0,1,114213,28,74
Graduate Degree,Professional,M,S,1,0,0,2,121815,28,81
Graduate Degree,Professional,F,S,1,0,0,4,107993,28,51
Graduate Degree,Professional,F,M,1,0,0,4,101994,28,56
Graduate Degree,Professional,M,M,1,0,0,2,128266,28,82
Bachelors ,Skilled Manual,M,M,1,1,2,2,91784,31,107
Bachelors ,Skilled Manual,F,S,1,1,2,2,86566,31,63
Bachelors ,Skilled Manual,F,S,1,1,2,2,83327,31,64
Bachelors ,Skilled Manual,F,S,1,1,2,2,76192,31,65
Bachelors ,Skilled Manual,F,S,0,0,3,3,77739,32,77
Bachelors ,Skilled Manual,M,M,1,1,3,3,91063,32,128
Bachelors ,Skilled Manual,F,S,1,1,3,3,76999,32,69
Graduate Degree,Professional,M,S,1,0,0,4,117334,32,77
Graduate Degree,Professional,M,M,1,0,0,0,143799,32,87
Graduate Degree,Professional,M,S,1,0,0,2,125228,29,78
Graduate Degree,Professional,M,M,1,2,5,5,111165,29,159
Graduate Degree,Professional,F,M,1,2,5,5,101164,29,98
Graduate Degree,Professional,F,M,1,2,5,5,88901,29,96
Graduate Degree,Professional,F,M,0,2,5,5,102060,29,102
Graduate Degree,Professional,M,M,1,0,0,2,148045,29,91
Bachelors ,Professional,M,M,0,1,0,0,64803,33,74
Bachelors ,Professional,M,S,0,1,0,0,78241,33,68
Bachelors ,Professional,M,S,0,1,0,0,70658,33,71
Bachelors ,Skilled Manual,F,S,1,2,3,3,109482,33,76
Bachelors ,Skilled Manual,M,M,1,2,3,3,127615,33,133
Graduate Degree,Professional,F,M,1,0,0,0,79083,33,56
Bachelors ,Professional,F,S,0,1,0,0,57425,34,46
Bachelors ,Professional,M,M,0,1,0,0,68912,34,75
Bachelors ,Skilled Manual,F,S,0,2,4,4,44958,34,71
Bachelors ,Skilled Manual,F,S,1,3,5,5,57752,34,81
Bachelors ,Skilled Manual,M,M,1,2,2,4,51180,34,96
Bachelors ,Skilled Manual,M,M,1,2,2,4,55400,34,102
Bachelors ,Skilled Manual,M,S,0,2,2,4,110604,35,105
Bachelors ,Professional,M,M,1,2,2,4,103779,35,118
Bachelors ,Professional,F,S,1,2,2,4,96672,35,70
Bachelors ,Professional,F,S,0,1,0,0,90573,30,52
Bachelors ,Professional,M,S,0,1,0,0,83186,30,71
Graduate Degree,Professional,F,S,1,0,2,2,90008,30,62
Bachelors ,Professional,F,S,1,3,2,4,94102,35,68
Bachelors ,Professional,F,S,1,3,2,4,92621,35,67
Graduate Degree,Professional,F,S,0,0,2,3,87258,35,65
High School,Skilled Manual,F,M,1,2,2,3,44394,36,64
Bachelors ,Professional,M,S,0,1,0,1,98143,36,72
Partial College,Skilled Manual,F,M,1,1,0,1,84835,36,57
Partial College,Skilled Manual,M,M,1,1,0,1,88988,36,84
Partial College,Skilled Manual,F,M,1,1,0,1,75862,36,49
Partial College,Skilled Manual,F,M,1,1,0,1,70199,36,52
High School,Skilled Manual,M,S,1,2,2,4,56113,37,94
Partial College,Skilled Manual,M,M,0,1,0,1,83017,37,80
Partial College,Skilled Manual,F,M,1,1,0,1,83429,37,54
High School,Skilled Manual,M,M,1,2,2,4,51493,38,99
High School,Skilled Manual,F,M,1,2,2,4,37122,38,59
High School,Skilled Manual,F,M,1,2,2,4,63509,38,68
Partial College,Skilled Manual,M,M,1,1,0,1,97991,38,81
Partial College,Skilled Manual,M,S,0,1,0,0,88272,31,73
Partial College,Skilled Manual,M,S,0,1,0,0,78894,31,70
Partial College,Skilled Manual,M,S,0,1,0,0,87848,31,79
Partial College,Skilled Manual,M,S,0,1,0,0,85437,31,68
Graduate Degree,Professional,M,S,0,1,0,0,118322,31,76
High School,Professional,M,M,1,2,1,2,53174,49,84
Partial College,Skilled Manual,M,M,1,1,0,1,79153,38,75
Partial College,Skilled Manual,F,M,1,1,0,1,68001,38,52
Partial College,Skilled Manual,F,M,1,1,0,1,65568,38,58
Partial College,Skilled Manual,M,M,1,1,0,1,93447,39,80
Partial College,Skilled Manual,M,M,0,1,0,1,84197,39,82
Partial College,Skilled Manual,F,M,1,1,0,1,81728,39,54
Partial College,Skilled Manual,M,M,0,1,0,1,89025,39,76
Bachelors ,Professional,F,M,1,0,3,4,75567,39,84
Bachelors ,Professional,M,M,1,0,3,4,101863,39,130
Graduate Degree,Professional,M,M,1,1,0,2,113691,39,83
Graduate Degree,Professional,F,M,0,3,5,5,90836,39,100
Graduate Degree,Professional,F,M,1,0,0,4,117309,39,60
Bachelors ,Professional,M,S,0,1,2,3,115279,40,102
Bachelors ,Professional,M,M,1,1,0,1,101282,40,79
Bachelors ,Professional,F,M,1,1,0,1,93860,40,57
Bachelors ,Professional,F,M,1,1,0,1,93370,40,54
Bachelors ,Professional,M,S,1,1,0,1,99191,40,74
Graduate Degree,Professional,F,M,1,1,4,5,103779,40,95
Graduate Degree,Professional,M,M,1,1,4,5,121938,40,145
Graduate Degree,Management,M,M,0,1,4,4,143760,29,153
Bachelors ,Professional,F,M,1,1,2,2,72946,30,71
Graduate Degree,Management,F,M,1,1,4,4,104411,28,93
Graduate Degree,Management,F,M,1,1,4,4,123399,28,96
Graduate Degree,Management,F,M,1,1,4,4,124501,28,93
Bachelors ,Professional,F,M,1,0,0,2,99762,28,61
Bachelors ,Professional,M,M,1,1,2,2,105552,30,116
Bachelors ,Professional,F,S,0,1,2,2,74132,30,67
Bachelors ,Professional,M,M,1,3,5,5,113699,30,158
Bachelors ,Professional,M,M,1,3,5,5,92941,30,153
Graduate Degree,Management,F,M,0,1,0,1,165340,29,54
Bachelors ,Professional,F,M,1,4,5,5,100486,31,103
Bachelors ,Professional,M,S,1,4,5,5,114931,31,148
Bachelors ,Professional,M,M,1,4,5,5,103590,31,154
Graduate Degree,Management,M,M,1,2,5,5,146667,31,175
Graduate Degree,Management,F,S,1,3,5,5,123737,31,97
Bachelors ,Professional,M,M,1,3,5,5,134989,32,165
Bachelors ,Professional,F,S,0,0,0,0,114529,32,55
Bachelors ,Professional,F,S,0,0,0,0,113446,32,52
Bachelors ,Professional,M,M,1,0,0,2,128039,32,89
Graduate Degree,Skilled Manual,F,S,1,0,0,0,56910,25,38
Graduate Degree,Skilled Manual,M,S,0,0,0,0,82668,25,72
Graduate Degree,Skilled Manual,M,S,0,0,0,0,73691,25,70
Graduate Degree,Skilled Manual,M,M,1,0,0,1,82174,25,80
Graduate Degree,Skilled Manual,M,S,1,0,0,1,74882,25,72
Graduate Degree,Skilled Manual,F,S,1,0,0,1,70865,25,53
Graduate Degree,Skilled Manual,M,M,1,0,0,1,80691,25,78
Partial High School,Skilled Manual,M,S,1,3,0,5,35298,53,61
Graduate Degree,Skilled Manual,F,S,1,0,0,1,87225,27,53
Graduate Degree,Skilled Manual,F,S,1,0,0,1,86107,27,48
Graduate Degree,Skilled Manual,F,S,1,0,0,1,79447,27,53
Graduate Degree,Skilled Manual,M,M,1,0,1,1,104238,27,97
Graduate Degree,Skilled Manual,F,M,1,0,1,1,77827,27,60
Graduate Degree,Skilled Manual,F,M,1,0,1,1,80449,27,61
Graduate Degree,Skilled Manual,M,M,1,0,1,1,71390,26,90
Bachelors ,Skilled Manual,M,M,1,0,1,1,57574,26,86
Graduate Degree,Skilled Manual,M,S,1,0,0,1,112137,26,75
Graduate Degree,Skilled Manual,M,M,1,0,0,1,99181,26,78
Graduate Degree,Professional,F,S,1,0,0,1,94994,26,48
Bachelors ,Skilled Manual,F,M,1,0,1,1,61113,28,58
Bachelors ,Skilled Manual,M,M,1,0,1,1,45738,28,75
Graduate Degree,Professional,M,M,1,0,0,1,111670,28,78
Bachelors ,Skilled Manual,F,M,1,1,1,1,56604,29,53
Bachelors ,Skilled Manual,M,M,1,1,1,1,56870,29,87
Bachelors ,Skilled Manual,F,S,1,0,2,2,56346,29,60
Bachelors ,Skilled Manual,F,S,1,0,2,2,46686,29,63
Bachelors ,Skilled Manual,M,S,1,0,2,2,58124,29,92
Bachelors ,Skilled Manual,M,M,1,0,2,2,58742,29,100
Bachelors ,Skilled Manual,M,M,1,0,2,2,67849,29,104
Graduate Degree,Professional,F,M,1,0,0,1,100292,29,50
Graduate Degree,Professional,M,M,1,0,0,1,117243,29,83
Graduate Degree,Professional,F,M,1,0,0,1,109692,27,55
Graduate Degree,Professional,F,S,1,0,0,1,85590,27,47
Graduate Degree,Professional,F,M,1,0,0,1,70275,27,48
Graduate Degree,Professional,M,M,1,0,0,2,124863,27,89
Graduate Degree,Professional,F,M,1,0,0,2,103747,27,57
Graduate Degree,Professional,M,M,1,0,0,1,105188,29,79
Bachelors ,Skilled Manual,M,M,1,0,2,2,102249,30,111
Bachelors ,Professional,M,S,0,1,0,0,72274,31,71
Bachelors ,Professional,F,S,1,1,0,0,56248,31,54
Bachelors ,Professional,M,M,0,1,0,0,61096,31,74
Bachelors ,Professional,F,M,0,1,0,0,52066,31,43
Graduate Degree,Professional,M,M,1,0,0,2,109588,28,82
Graduate Degree,Professional,F,M,1,0,0,3,81129,28,50
Graduate Degree,Professional,M,M,1,0,0,4,116479,28,85
Graduate Degree,Professional,F,S,1,0,0,4,100969,28,50
Bachelors ,Skilled Manual,M,M,1,1,2,2,106984,31,113
Graduate Degree,Professional,F,M,1,0,0,0,93035,32,54
Graduate Degree,Professional,M,M,1,0,0,0,110875,32,80
Graduate Degree,Professional,F,M,1,0,0,0,99671,32,53
Graduate Degree,Professional,F,M,1,0,0,0,82830,32,50
Graduate Degree,Professional,F,M,1,0,0,4,102298,32,57
Graduate Degree,Professional,F,S,1,0,0,5,102397,32,54
Graduate Degree,Professional,F,M,1,0,0,2,93248,29,53
Graduate Degree,Professional,F,M,1,2,5,5,92360,29,93
Graduate Degree,Professional,F,M,1,2,5,5,101634,29,103
Graduate Degree,Professional,F,M,1,0,0,3,119289,29,54
Graduate Degree,Professional,M,M,1,0,0,3,161350,29,92
Bachelors ,Professional,F,S,0,1,0,0,53188,33,48
Bachelors ,Skilled Manual,M,M,1,1,3,3,127964,33,135
Bachelors ,Skilled Manual,M,S,1,2,3,3,124539,33,120
Bachelors ,Skilled Manual,M,M,1,2,3,3,106984,33,127
Bachelors ,Skilled Manual,F,S,1,2,3,3,100220,33,76
Bachelors ,Skilled Manual,M,S,0,2,3,3,124256,33,121
Graduate Degree,Professional,M,S,1,1,0,0,123672,33,84
Graduate Degree,Professional,M,M,1,1,0,0,102423,33,85
Bachelors ,Professional,M,M,0,1,0,0,59959,34,73
Bachelors ,Skilled Manual,M,S,1,3,4,4,67939,34,119
Bachelors ,Skilled Manual,F,S,0,3,4,4,53824,34,74
Bachelors ,Skilled Manual,F,S,1,3,4,4,55542,34,76
High School,Skilled Manual,F,S,0,2,0,2,42600,74,25
Bachelors ,Skilled Manual,F,S,1,2,2,4,58564,34,61
Bachelors ,Skilled Manual,M,M,1,2,2,4,62985,34,100
Bachelors ,Skilled Manual,F,S,1,2,2,4,37303,34,56
Bachelors ,Skilled Manual,F,S,1,2,2,4,58956,34,62
Bachelors ,Professional,F,S,1,2,2,4,76726,35,62
Bachelors ,Professional,M,S,0,2,2,4,110709,35,107
Bachelors ,Professional,F,S,1,1,0,0,90427,30,52
Graduate Degree,Professional,M,S,0,0,2,2,124301,30,107
Graduate Degree,Professional,M,M,1,0,2,3,128628,35,118
Graduate Degree,Professional,F,S,0,0,2,3,96454,35,65
High School,Skilled Manual,M,M,1,2,2,3,54676,36,99
Partial College,Skilled Manual,M,M,1,1,0,1,87175,36,80
Partial College,Skilled Manual,F,M,1,1,0,1,78726,36,56
Partial College,Skilled Manual,F,M,1,1,0,1,67188,36,53
Partial College,Skilled Manual,F,M,1,1,0,1,67715,37,52
Partial College,Skilled Manual,F,M,1,1,0,1,59428,37,45
Partial College,Skilled Manual,M,M,0,1,0,1,91358,37,80
High School,Skilled Manual,M,M,1,2,2,4,45450,38,97
Partial College,Skilled Manual,F,S,1,1,0,0,55027,31,38
Partial College,Skilled Manual,F,S,0,1,0,0,70381,31,48
Partial College,Skilled Manual,M,S,0,1,0,0,72088,31,71
Graduate Degree,Professional,F,S,0,1,0,0,94365,31,52
Graduate Degree,Professional,M,M,0,1,0,0,121416,31,80
Bachelors ,Professional,M,S,0,1,0,0,91165,31,71
Partial College,Skilled Manual,F,M,1,1,0,1,69138,38,49
Partial College,Skilled Manual,F,M,1,1,0,1,58929,38,47
Partial College,Skilled Manual,F,M,1,1,0,1,87219,38,50
Partial College,Skilled Manual,M,M,1,1,0,1,79554,38,77
Partial College,Skilled Manual,F,M,1,1,0,1,62800,39,49
Bachelors ,Professional,M,M,1,0,3,4,110474,39,127
Bachelors ,Professional,M,M,1,0,3,4,106038,39,127
Graduate Degree,Professional,F,M,1,3,5,5,98870,39,100
Graduate Degree,Professional,F,M,1,0,0,5,98342,39,51
Graduate Degree,Professional,M,M,1,0,0,2,148151,39,90
Bachelors ,Professional,F,M,1,1,2,3,82225,40,70
Bachelors ,Professional,M,M,1,1,0,1,100549,40,84
Bachelors ,Professional,M,M,1,1,0,1,108236,40,82
Bachelors ,Professional,M,S,1,1,0,1,90716,40,79
Graduate Degree,Professional,F,M,1,1,4,5,84165,40,89
Graduate Degree,Professional,F,M,1,2,4,5,110964,40,98
Graduate Degree,Management,M,M,1,0,0,1,151321,29,89
Graduate Degree,Management,M,M,1,0,0,2,143326,29,85
Graduate Degree,Management,F,M,1,0,0,1,111080,29,59
Graduate Degree,Management,M,M,1,0,0,1,136224,29,87
Graduate Degree,Management,M,M,1,0,0,1,156160,29,89
Bachelors ,Professional,M,S,0,1,2,2,101654,30,101
Graduate Degree,Management,F,M,1,1,4,4,129784,28,94
Graduate Degree,Management,F,S,1,1,4,4,116098,28,83
Bachelors ,Professional,M,S,1,0,0,2,139402,28,78
Bachelors ,Professional,F,S,0,1,2,2,83263,30,70
Bachelors ,Professional,M,M,1,3,5,5,100115,31,160
Graduate Degree,Management,F,S,1,0,0,1,152413,29,54
Graduate Degree,Management,F,S,1,1,0,1,156034,29,51
Graduate Degree,Management,F,S,1,3,5,5,118024,31,99
Graduate Degree,Management,F,M,0,3,5,5,112179,32,101
Graduate Degree,Management,F,M,1,3,5,5,131704,32,100
Graduate Degree,Management,F,M,1,3,5,5,111061,32,97
Bachelors ,Professional,F,S,1,1,3,3,83115,33,75
Bachelors ,Professional,F,M,1,1,3,3,81189,33,78
Bachelors ,Professional,F,S,0,1,0,0,87329,30,43
Bachelors ,Professional,M,S,1,1,0,0,94579,30,79
Bachelors ,Professional,M,S,0,1,0,0,111526,33,82
Bachelors ,Professional,F,M,1,2,3,3,82375,34,81
Bachelors ,Professional,M,M,1,2,4,4,94390,34,147
Bachelors ,Professional,F,S,1,3,4,4,87367,34,80
Bachelors ,Professional,M,M,1,3,4,4,126607,34,152
Partial College,Skilled Manual,M,S,0,2,4,4,127370,30,134
Partial College,Skilled Manual,F,M,0,1,0,0,78342,19,53
Partial College,Skilled Manual,M,S,0,1,0,0,88071,19,70
Partial College,Skilled Manual,F,S,1,1,0,0,44545,20,40
Partial College,Skilled Manual,M,S,0,1,0,0,61030,20,67
Partial College,Skilled Manual,F,S,0,1,0,0,30841,20,36
Partial College,Skilled Manual,F,M,1,2,0,0,97530,20,52
Partial College,Clerical,F,S,1,2,0,2,57709,52,49
Partial College,Skilled Manual,M,S,1,2,0,0,97619,20,66
Partial High School,Clerical,M,S,0,2,0,0,46217,21,62
Partial High School,Clerical,M,S,1,2,0,0,49160,21,63
Partial College,Skilled Manual,F,S,1,1,0,0,41564,21,40
Partial College,Skilled Manual,M,M,1,1,0,0,56924,21,76
Partial College,Skilled Manual,M,M,0,2,0,0,58420,21,71
Partial College,Skilled Manual,M,S,0,2,0,0,102442,21,72
Bachelors ,Management,M,M,1,3,0,3,134132,21,87
Partial College,Skilled Manual,M,S,1,2,0,0,80427,22,65
Partial High School,Clerical,F,M,1,2,1,2,33975,49,55
Partial College,Clerical,F,S,0,2,0,3,51660,48,47
Partial College,Skilled Manual,M,M,0,2,0,0,22715,18,71
High School,Skilled Manual,F,S,1,2,0,3,46857,47,45
High School,Skilled Manual,F,S,0,2,0,3,38637,47,45
High School,Skilled Manual,F,M,1,2,0,3,47977,47,47
Partial College,Skilled Manual,F,S,1,2,0,0,59859,18,43
Partial College,Skilled Manual,F,M,1,2,0,0,69612,19,51
Partial College,Skilled Manual,F,M,1,2,0,2,45231,46,46
Partial College,Skilled Manual,M,S,0,2,0,2,115380,44,80
High School,Skilled Manual,F,S,0,2,0,0,51230,23,47
Partial College,Skilled Manual,M,M,1,2,0,0,91218,23,76
Partial College,Skilled Manual,M,S,1,2,0,0,98840,23,78
High School,Skilled Manual,F,S,1,2,0,0,43683,24,46
Partial College,Skilled Manual,F,S,0,2,0,0,72426,25,43
Partial College,Professional,M,S,1,2,0,0,92174,25,75
Partial College,Professional,F,S,0,2,0,0,59238,25,43
Partial College,Professional,F,S,1,2,0,0,83738,25,44
