Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer,Year,Age
Bachelors ,Professional,F,S,0,4,0,0,90092,49,0,1976,22
Bachelors ,Professional,F,M,1,3,0,0,82396,55,0,1976,22
Bachelors ,Professional,F,S,0,3,0,0,93232,49,0,1974,24
Bachelors ,Professional,F,S,0,3,0,0,75369,47,0,1974,24
Bachelors ,Professional,F,M,1,4,0,0,84894,56,0,1974,24
Bachelors ,Professional,M,S,1,3,0,0,125223,83,0,1975,23
Bachelors ,Professional,M,M,1,3,0,0,123087,77,1,1975,23
High School,Management,M,S,1,4,5,5,168818,150,1,1975,23
Bachelors ,Professional,M,S,0,4,0,0,101221,79,1,1974,24
Bachelors ,Professional,F,S,0,3,0,0,105179,50,1,1973,25
Bachelors ,Professional,M,S,0,3,0,0,128332,80,1,1973,25
Bachelors ,Professional,F,S,0,3,0,0,96679,50,1,1974,24
High School,Management,M,M,1,2,5,5,119933,158,0,1974,24
Partial High School,Professional,M,M,1,4,5,5,148624,165,0,1974,24
High School,Management,F,M,1,2,5,5,96708,100,0,1973,25
Bachelors ,Professional,F,S,0,3,0,0,116530,56,1,1972,26
Bachelors ,Professional,M,S,0,3,0,0,131594,78,0,1972,26
Bachelors ,Professional,M,S,0,3,0,0,129368,81,0,1972,26
High School,Management,F,M,1,4,5,5,130446,99,0,1972,26
High School,Management,F,M,0,4,5,5,128326,104,1,1972,26
Bachelors ,Professional,M,M,1,4,0,0,130431,90,0,1971,27
Bachelors ,Professional,M,M,0,4,0,0,121455,86,1,1971,27
Partial High School,Management,M,M,1,4,5,5,161354,166,1,1971,27
Graduate Degree,Management,M,M,1,4,5,5,184160,173,1,1969,29
Bachelors ,Skilled Manual,F,M,1,0,1,1,53712,56,0,1975,23
Partial High School,Manual,M,S,0,2,0,0,16778,52,0,1973,25
Partial High School,Manual,M,S,0,2,0,0,22461,58,1,1973,25
Partial College,Clerical,F,S,1,1,0,0,55730,48,0,1973,25
Bachelors ,Professional,M,S,1,2,2,3,95063,102,1,1963,35
Partial High School,Manual,F,S,0,2,0,0,20203,34,0,1980,18
Partial High School,Manual,M,S,1,2,0,0,19807,53,0,1980,18
High School,Manual,M,S,0,1,0,0,62398,63,1,1978,20
Bachelors ,Skilled Manual,F,M,1,0,1,1,57543,57,0,1974,24
High School,Manual,M,S,0,1,0,0,55135,68,0,1973,25
High School,Manual,M,S,0,1,0,0,37430,61,0,1973,25
Bachelors ,Skilled Manual,M,M,1,0,1,1,54411,80,0,1973,25
Bachelors ,Skilled Manual,F,M,1,0,1,1,50264,57,1,1973,25
Bachelors ,Skilled Manual,F,M,1,0,1,1,46077,56,1,1973,25
High School,Manual,F,S,0,1,0,0,48362,45,0,1972,26
Bachelors ,Skilled Manual,M,M,1,1,1,1,49033,85,0,1972,26
Partial College,Clerical,M,S,1,0,2,2,64690,95,1,1972,26
Partial College,Clerical,M,M,0,0,2,2,46450,96,0,1972,26
Bachelors ,Management,F,M,1,2,0,3,87033,45,0,1940,58
Partial High School,Manual,F,S,0,2,0,0,11294,37,0,1971,27
Partial High School,Manual,M,S,1,2,0,0,20671,64,1,1971,27
Partial High School,Manual,F,S,0,2,0,0,12493,37,0,1971,27
Partial High School,Manual,M,S,0,2,0,0,19957,61,0,1971,27
Partial High School,Manual,M,M,0,2,0,0,19114,65,0,1971,27
High School,Manual,M,S,0,1,0,0,44555,64,0,1971,27
Partial College,Clerical,F,S,1,0,2,2,59609,63,0,1970,28
Partial College,Clerical,M,S,1,1,2,2,52156,91,1,1971,27
Partial College,Clerical,M,S,1,2,2,2,56036,83,1,1970,28
Partial College,Clerical,F,S,1,2,2,2,55863,61,0,1970,28
Partial College,Clerical,M,S,1,2,3,3,51689,104,1,1974,24
Partial College,Clerical,M,S,1,2,3,3,54209,102,1,1974,24
Graduate Degree,Skilled Manual,F,S,1,0,0,0,67375,45,1,1974,24
Partial College,Clerical,F,S,1,2,3,3,38001,60,1,1975,23
Graduate Degree,Skilled Manual,M,M,1,0,0,1,66443,56,0,1930,68
Bachelors ,Skilled Manual,F,M,1,1,0,1,58099,41,0,1931,67
Graduate Degree,Skilled Manual,F,S,1,0,0,0,78323,41,1,1966,32
Graduate Degree,Skilled Manual,M,S,0,0,0,0,97574,76,1,1966,32
Graduate Degree,Skilled Manual,F,S,1,0,0,0,88622,53,1,1966,32
Graduate Degree,Skilled Manual,F,S,1,0,0,0,79075,49,1,1966,32
Bachelors ,Skilled Manual,F,M,1,1,0,1,50793,45,0,1953,45
Bachelors ,Skilled Manual,M,M,1,1,0,1,64915,76,0,1953,45
Partial High School,Manual,F,S,1,2,0,3,22047,40,0,1954,44
Partial High School,Manual,F,S,0,2,0,3,11539,37,0,1954,44
High School,Clerical,M,M,1,1,0,1,44260,71,0,1954,44
High School,Clerical,F,M,1,1,0,1,23306,42,0,1954,44
Partial College,Clerical,F,M,1,1,0,1,47031,50,0,1954,44
Partial College,Clerical,M,M,1,1,0,1,64655,76,0,1955,43
Partial College,Clerical,M,M,1,1,0,1,73345,75,0,1955,43
Partial College,Clerical,F,M,1,1,0,1,31056,41,0,1955,43
Partial College,Clerical,F,M,1,1,0,1,48439,46,0,1955,43
Graduate Degree,Skilled Manual,M,M,1,0,0,5,152220,93,0,1955,43
Partial College,Clerical,M,M,1,1,0,1,69857,82,0,1956,42
Partial College,Clerical,F,M,1,1,0,1,40792,53,0,1956,42
Partial College,Clerical,F,M,1,1,0,1,38845,52,0,1956,42
Partial College,Clerical,F,M,1,1,0,1,59253,48,0,1956,42
Partial College,Clerical,F,M,1,1,0,1,62613,55,0,1956,42
Partial College,Clerical,F,M,1,1,0,1,45219,49,0,1957,41
Partial College,Clerical,M,M,1,1,0,1,52570,74,0,1957,41
Partial College,Clerical,M,M,1,1,0,1,57850,74,0,1957,41
Partial College,Clerical,F,M,1,1,0,1,36573,48,0,1957,41
Partial College,Clerical,F,M,1,1,0,1,48859,47,0,1957,41
Partial College,Clerical,F,M,1,1,0,1,35124,50,0,1957,41
Partial College,Clerical,F,M,1,1,0,1,42834,49,0,1957,41
Graduate Degree,Skilled Manual,M,S,1,0,0,4,99505,77,1,1958,40
Graduate Degree,Skilled Manual,M,M,1,0,0,4,108921,84,0,1958,40
Graduate Degree,Skilled Manual,M,M,1,0,0,4,105989,81,0,1958,40
Graduate Degree,Skilled Manual,F,S,0,0,0,4,97760,50,0,1959,39
Graduate Degree,Skilled Manual,M,S,1,0,0,4,113091,83,1,1959,39
Graduate Degree,Skilled Manual,M,S,0,0,0,4,112331,75,0,1959,39
Partial College,Manual,M,S,0,0,1,1,20740,72,0,1968,30
Partial College,Manual,F,M,1,1,1,1,15522,49,1,1968,30
Bachelors ,Clerical,M,M,1,0,0,1,57071,75,0,1968,30
Bachelors ,Clerical,M,M,1,0,0,1,75949,78,0,1968,30
Graduate Degree,Clerical,F,M,1,0,0,0,76554,51,0,1968,30
Graduate Degree,Clerical,M,S,1,0,0,0,59117,69,0,1968,30
Bachelors ,Clerical,F,M,1,0,0,0,50134,57,0,1968,30
Partial College,Manual,M,S,0,1,1,1,13541,69,1,1967,31
Partial College,Manual,F,M,1,1,1,1,25627,53,1,1967,31
High School,Manual,F,S,1,2,0,4,15686,31,0,1926,72
Bachelors ,Clerical,F,M,1,0,0,1,55981,34,0,1926,72
Partial College,Manual,M,M,1,1,1,1,31550,82,1,1967,31
Bachelors ,Clerical,F,S,0,0,1,1,56406,53,1,1967,31
Bachelors ,Clerical,M,S,0,0,1,1,56314,78,0,1967,31
Bachelors ,Clerical,F,S,0,1,1,1,56250,53,1,1967,31
Partial High School,Manual,F,S,1,2,5,5,23103,71,1,1966,32
High School,Manual,M,M,1,1,1,1,21101,79,0,1966,32
High School,Manual,M,S,0,1,1,1,23122,68,1,1966,32
High School,Manual,M,S,0,2,1,1,24346,69,1,1966,32
High School,Manual,M,S,1,0,2,2,24241,79,1,1966,32
Bachelors ,Clerical,F,M,1,0,0,0,37873,54,0,1967,31
Bachelors ,Clerical,F,M,1,0,0,0,54988,49,0,1967,31
High School,Manual,F,S,1,0,2,2,17767,51,0,1966,32
Bachelors ,Skilled Manual,M,M,1,2,1,1,46864,86,1,1966,32
Bachelors ,Skilled Manual,M,M,1,2,1,1,59246,84,1,1966,32
High School,Manual,F,S,1,1,2,2,22622,59,1,1965,33
High School,Manual,F,S,1,1,2,2,14641,55,0,1965,33
High School,Manual,M,S,1,2,2,2,19664,77,1,1965,33
Bachelors ,Skilled Manual,M,M,1,2,1,1,49777,89,1,1965,33
Bachelors ,Skilled Manual,F,M,1,2,1,1,59515,59,0,1965,33
Partial High School,Manual,F,S,1,2,2,3,21200,53,0,1964,34
High School,Manual,M,S,1,1,3,3,22376,87,1,1964,34
Bachelors ,Professional,F,M,1,0,0,0,66945,51,0,1966,32
Partial College,Clerical,F,S,1,0,2,2,46702,56,0,1963,35
Partial College,Clerical,F,S,1,0,2,2,32077,58,1,1965,33
Bachelors ,Skilled Manual,M,M,1,0,0,1,57879,74,0,1965,33
Bachelors ,Skilled Manual,F,M,1,0,0,1,58426,52,0,1965,33
Bachelors ,Skilled Manual,M,M,1,0,0,1,60618,76,1,1965,33
Partial College,Clerical,M,S,1,2,2,2,49888,89,1,1964,34
Partial College,Clerical,F,M,0,2,2,2,47766,63,0,1964,34
Bachelors ,Skilled Manual,F,M,1,0,0,1,51392,48,0,1964,34
Partial College,Clerical,F,S,1,2,2,2,49737,59,0,1963,35
Partial College,Clerical,F,S,1,0,3,3,52713,67,1,1963,35
High School,Manual,M,S,0,1,0,0,12608,59,1,1978,20
High School,Manual,M,S,1,1,0,0,10227,60,1,1977,21
High School,Manual,M,S,1,2,4,4,25326,100,0,1979,19
Bachelors ,Skilled Manual,M,M,1,0,0,1,53454,73,0,1963,35
Partial College,Clerical,F,S,1,3,3,3,41092,68,1,1978,20
High School,Manual,F,S,0,1,0,0,15813,42,0,1977,21
Partial College,Clerical,F,S,0,1,0,0,60473,50,1,1977,21
Partial College,Clerical,M,S,0,1,0,0,48168,64,0,1977,21
Partial College,Clerical,M,S,0,1,0,0,58729,64,0,1977,21
Partial College,Clerical,M,S,1,1,0,0,46728,63,1,1977,21
High School,Manual,F,S,0,1,0,0,16476,41,0,1976,22
High School,Manual,M,S,1,1,0,0,20105,53,0,1975,23
High School,Manual,M,S,0,1,0,0,20019,58,0,1976,22
Partial College,Clerical,M,S,0,1,0,0,50855,62,0,1976,22
Partial College,Clerical,M,S,0,1,0,0,57127,67,0,1975,23
Partial High School,Manual,M,M,0,1,0,0,17865,57,0,1974,24
Partial High School,Manual,M,S,0,2,0,0,13742,56,0,1974,24
Partial College,Clerical,F,S,0,1,0,0,38370,41,0,1975,23
Partial College,Clerical,F,S,0,1,0,0,29469,43,0,1975,23
Bachelors ,Skilled Manual,M,M,1,0,1,1,53160,87,1,1975,23
Bachelors ,Skilled Manual,F,M,1,0,1,1,55282,56,0,1975,23
Graduate Degree,Skilled Manual,M,S,0,0,0,4,102769,77,0,1959,39
Graduate Degree,Skilled Manual,M,M,1,0,0,4,104694,82,0,1959,39
Graduate Degree,Skilled Manual,F,S,1,0,0,0,53543,41,0,1973,25
Graduate Degree,Skilled Manual,F,S,1,0,0,0,64308,46,0,1973,25
Graduate Degree,Skilled Manual,F,S,0,0,0,0,56540,47,0,1973,25
Graduate Degree,Skilled Manual,M,M,1,0,0,0,81306,71,1,1973,25
Graduate Degree,Skilled Manual,M,S,1,0,0,1,84705,75,1,1973,25
Graduate Degree,Skilled Manual,M,M,1,0,0,1,61463,76,0,1973,25
Graduate Degree,Skilled Manual,F,M,1,0,0,1,53438,49,0,1973,25
Graduate Degree,Skilled Manual,M,M,1,0,0,1,93201,78,1,1973,25
Graduate Degree,Skilled Manual,F,S,1,0,0,1,56071,44,0,1972,26
High School,Skilled Manual,M,S,1,3,4,4,55562,115,1,1971,27
Graduate Degree,Skilled Manual,F,M,1,0,0,1,88486,50,0,1971,27
Graduate Degree,Skilled Manual,M,M,1,0,1,1,97582,97,0,1971,27
Graduate Degree,Skilled Manual,F,M,1,0,1,1,88151,60,0,1971,27
Bachelors ,Skilled Manual,M,M,1,0,1,1,71138,85,0,1972,26
Graduate Degree,Skilled Manual,M,M,1,0,0,1,91951,78,0,1972,26
Graduate Degree,Skilled Manual,M,M,1,0,0,1,110464,86,0,1972,26
Graduate Degree,Professional,F,S,1,0,0,1,100207,54,1,1972,26
Graduate Degree,Professional,F,M,1,0,0,1,96458,58,0,1972,26
Graduate Degree,Professional,M,M,1,0,0,1,126377,82,0,1972,26
Graduate Degree,Professional,F,M,1,0,0,1,95791,55,0,1972,26
Bachelors ,Skilled Manual,F,M,1,0,1,1,43559,56,0,1970,28
Bachelors ,Skilled Manual,M,M,1,0,1,1,62992,88,0,1970,28
Bachelors ,Skilled Manual,F,M,1,1,1,1,51568,53,0,1970,28
Bachelors ,Skilled Manual,M,S,1,0,2,2,55588,88,1,1969,29
Bachelors ,Skilled Manual,F,S,1,0,2,2,65067,62,1,1969,29
Bachelors ,Skilled Manual,F,S,1,0,2,2,45250,56,0,1969,29
Bachelors ,Skilled Manual,M,S,0,0,2,2,66765,92,1,1969,29
Graduate Degree,Professional,M,S,1,0,0,1,126072,83,1,1969,29
Graduate Degree,Professional,M,M,1,0,0,1,104152,84,0,1969,29
Graduate Degree,Professional,F,M,1,0,0,1,88330,53,0,1971,27
Graduate Degree,Professional,F,S,1,0,0,1,91205,50,1,1971,27
Graduate Degree,Professional,F,M,1,0,0,1,93991,54,0,1971,27
Graduate Degree,Professional,F,M,1,0,0,3,96692,53,0,1971,27
Graduate Degree,Professional,M,M,1,0,0,1,115777,80,1,1969,29
Graduate Degree,Professional,M,S,1,0,0,1,104501,75,1,1969,29
Graduate Degree,Professional,M,S,1,0,0,1,114213,74,0,1970,28
Graduate Degree,Professional,M,S,1,0,0,2,121815,81,0,1970,28
Graduate Degree,Professional,F,S,1,0,0,4,107993,51,1,1970,28
Graduate Degree,Professional,F,M,1,0,0,4,101994,56,0,1970,28
Graduate Degree,Professional,M,M,1,0,0,2,128266,82,0,1970,28
Bachelors ,Skilled Manual,M,M,1,1,2,2,91784,107,0,1967,31
Bachelors ,Skilled Manual,F,S,1,1,2,2,86566,63,1,1967,31
Bachelors ,Skilled Manual,F,S,1,1,2,2,83327,64,1,1967,31
Bachelors ,Skilled Manual,F,S,1,1,2,2,76192,65,1,1967,31
Bachelors ,Skilled Manual,F,S,0,0,3,3,77739,77,1,1966,32
Bachelors ,Skilled Manual,M,M,1,1,3,3,91063,128,1,1966,32
Bachelors ,Skilled Manual,F,S,1,1,3,3,76999,69,1,1966,32
Graduate Degree,Professional,M,S,1,0,0,4,117334,77,1,1966,32
Graduate Degree,Professional,M,M,1,0,0,0,143799,87,0,1966,32
Graduate Degree,Professional,M,S,1,0,0,2,125228,78,0,1969,29
Graduate Degree,Professional,M,M,1,2,5,5,111165,159,1,1969,29
Graduate Degree,Professional,F,M,1,2,5,5,101164,98,0,1969,29
Graduate Degree,Professional,F,M,1,2,5,5,88901,96,0,1969,29
Graduate Degree,Professional,F,M,0,2,5,5,102060,102,0,1969,29
Graduate Degree,Professional,M,M,1,0,0,2,148045,91,0,1969,29
Bachelors ,Professional,M,M,0,1,0,0,64803,74,0,1965,33
Bachelors ,Professional,M,S,0,1,0,0,78241,68,1,1965,33
Bachelors ,Professional,M,S,0,1,0,0,70658,71,1,1965,33
Bachelors ,Skilled Manual,F,S,1,2,3,3,109482,76,1,1965,33
Bachelors ,Skilled Manual,M,M,1,2,3,3,127615,133,1,1965,33
Graduate Degree,Professional,F,M,1,0,0,0,79083,56,0,1965,33
Bachelors ,Professional,F,S,0,1,0,0,57425,46,0,1964,34
Bachelors ,Professional,M,M,0,1,0,0,68912,75,0,1964,34
Bachelors ,Skilled Manual,F,S,0,2,4,4,44958,71,0,1964,34
Bachelors ,Skilled Manual,F,S,1,3,5,5,57752,81,1,1964,34
Bachelors ,Skilled Manual,M,M,1,2,2,4,51180,96,0,1964,34
Bachelors ,Skilled Manual,M,M,1,2,2,4,55400,102,1,1964,34
Bachelors ,Skilled Manual,M,S,0,2,2,4,110604,105,1,1963,35
Bachelors ,Professional,M,M,1,2,2,4,103779,118,1,1963,35
Bachelors ,Professional,F,S,1,2,2,4,96672,70,0,1963,35
Bachelors ,Professional,F,S,0,1,0,0,90573,52,0,1968,30
Bachelors ,Professional,M,S,0,1,0,0,83186,71,1,1968,30
Graduate Degree,Professional,F,S,1,0,2,2,90008,62,0,1968,30
Bachelors ,Professional,F,S,1,3,2,4,94102,68,1,1963,35
Bachelors ,Professional,F,S,1,3,2,4,92621,67,0,1963,35
Graduate Degree,Professional,F,S,0,0,2,3,87258,65,0,1963,35
High School,Skilled Manual,F,M,1,2,2,3,44394,64,1,1962,36
Bachelors ,Professional,M,S,0,1,0,1,98143,72,1,1962,36
Partial College,Skilled Manual,F,M,1,1,0,1,84835,57,0,1962,36
Partial College,Skilled Manual,M,M,1,1,0,1,88988,84,1,1962,36
Partial College,Skilled Manual,F,M,1,1,0,1,75862,49,0,1962,36
Partial College,Skilled Manual,F,M,1,1,0,1,70199,52,1,1962,36
High School,Skilled Manual,M,S,1,2,2,4,56113,94,1,1961,37
Partial College,Skilled Manual,M,M,0,1,0,1,83017,80,1,1961,37
Partial College,Skilled Manual,F,M,1,1,0,1,83429,54,0,1961,37
High School,Skilled Manual,M,M,1,2,2,4,51493,99,1,1960,38
High School,Skilled Manual,F,M,1,2,2,4,37122,59,1,1960,38
High School,Skilled Manual,F,M,1,2,2,4,63509,68,0,1960,38
Partial College,Skilled Manual,M,M,1,1,0,1,97991,81,0,1960,38
Partial College,Skilled Manual,M,S,0,1,0,0,88272,73,0,1967,31
Partial College,Skilled Manual,M,S,0,1,0,0,78894,70,1,1967,31
Partial College,Skilled Manual,M,S,0,1,0,0,87848,79,0,1967,31
Partial College,Skilled Manual,M,S,0,1,0,0,85437,68,0,1967,31
Graduate Degree,Professional,M,S,0,1,0,0,118322,76,1,1967,31
High School,Professional,M,M,1,2,1,2,53174,84,0,1949,49
Partial College,Skilled Manual,M,M,1,1,0,1,79153,75,0,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,68001,52,0,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,65568,58,0,1960,38
Partial College,Skilled Manual,M,M,1,1,0,1,93447,80,1,1959,39
Partial College,Skilled Manual,M,M,0,1,0,1,84197,82,1,1959,39
Partial College,Skilled Manual,F,M,1,1,0,1,81728,54,0,1959,39
Partial College,Skilled Manual,M,M,0,1,0,1,89025,76,0,1959,39
Bachelors ,Professional,F,M,1,0,3,4,75567,84,0,1959,39
Bachelors ,Professional,M,M,1,0,3,4,101863,130,1,1959,39
Graduate Degree,Professional,M,M,1,1,0,2,113691,83,1,1959,39
Graduate Degree,Professional,F,M,0,3,5,5,90836,100,1,1959,39
Graduate Degree,Professional,F,M,1,0,0,4,117309,60,0,1959,39
Bachelors ,Professional,M,S,0,1,2,3,115279,102,0,1958,40
Bachelors ,Professional,M,M,1,1,0,1,101282,79,1,1958,40
Bachelors ,Professional,F,M,1,1,0,1,93860,57,0,1958,40
Bachelors ,Professional,F,M,1,1,0,1,93370,54,0,1958,40
Bachelors ,Professional,M,S,1,1,0,1,99191,74,1,1958,40
Graduate Degree,Professional,F,M,1,1,4,5,103779,95,1,1958,40
Graduate Degree,Professional,M,M,1,1,4,5,121938,145,1,1958,40
Graduate Degree,Management,M,M,0,1,4,4,143760,153,1,1969,29
Bachelors ,Professional,F,M,1,1,2,2,72946,71,0,1968,30
Graduate Degree,Management,F,M,1,1,4,4,104411,93,0,1970,28
Graduate Degree,Management,F,M,1,1,4,4,123399,96,1,1970,28
Graduate Degree,Management,F,M,1,1,4,4,124501,93,1,1970,28
Bachelors ,Professional,F,M,1,0,0,2,99762,61,0,1970,28
Bachelors ,Professional,M,M,1,1,2,2,105552,116,1,1968,30
Bachelors ,Professional,F,S,0,1,2,2,74132,67,0,1968,30
Bachelors ,Professional,M,M,1,3,5,5,113699,158,1,1968,30
Bachelors ,Professional,M,M,1,3,5,5,92941,153,1,1968,30
Graduate Degree,Management,F,M,0,1,0,1,165340,54,1,1969,29
Bachelors ,Professional,F,M,1,4,5,5,100486,103,1,1967,31
Bachelors ,Professional,M,S,1,4,5,5,114931,148,1,1967,31
Bachelors ,Professional,M,M,1,4,5,5,103590,154,1,1967,31
Graduate Degree,Management,M,M,1,2,5,5,146667,175,1,1967,31
Graduate Degree,Management,F,S,1,3,5,5,123737,97,1,1967,31
Bachelors ,Professional,M,M,1,3,5,5,134989,165,1,1966,32
Bachelors ,Professional,F,S,0,0,0,0,114529,55,1,1966,32
Bachelors ,Professional,F,S,0,0,0,0,113446,52,0,1966,32
Bachelors ,Professional,M,M,1,0,0,2,128039,89,0,1966,32
Graduate Degree,Skilled Manual,F,S,1,0,0,0,56910,38,0,1973,25
Graduate Degree,Skilled Manual,M,S,0,0,0,0,82668,72,0,1973,25
Graduate Degree,Skilled Manual,M,S,0,0,0,0,73691,70,1,1973,25
Graduate Degree,Skilled Manual,M,M,1,0,0,1,82174,80,0,1973,25
Graduate Degree,Skilled Manual,M,S,1,0,0,1,74882,72,1,1973,25
Graduate Degree,Skilled Manual,F,S,1,0,0,1,70865,53,1,1973,25
Graduate Degree,Skilled Manual,M,M,1,0,0,1,80691,78,0,1973,25
Partial High School,Skilled Manual,M,S,1,3,0,5,35298,61,0,1945,53
Graduate Degree,Skilled Manual,F,S,1,0,0,1,87225,53,0,1971,27
Graduate Degree,Skilled Manual,F,S,1,0,0,1,86107,48,0,1971,27
Graduate Degree,Skilled Manual,F,S,1,0,0,1,79447,53,1,1971,27
Graduate Degree,Skilled Manual,M,M,1,0,1,1,104238,97,0,1971,27
Graduate Degree,Skilled Manual,F,M,1,0,1,1,77827,60,0,1971,27
Graduate Degree,Skilled Manual,F,M,1,0,1,1,80449,61,0,1971,27
Graduate Degree,Skilled Manual,M,M,1,0,1,1,71390,90,0,1972,26
Bachelors ,Skilled Manual,M,M,1,0,1,1,57574,86,0,1972,26
Graduate Degree,Skilled Manual,M,S,1,0,0,1,112137,75,1,1972,26
Graduate Degree,Skilled Manual,M,M,1,0,0,1,99181,78,0,1972,26
Graduate Degree,Professional,F,S,1,0,0,1,94994,48,1,1972,26
Bachelors ,Skilled Manual,F,M,1,0,1,1,61113,58,0,1970,28
Bachelors ,Skilled Manual,M,M,1,0,1,1,45738,75,0,1970,28
Graduate Degree,Professional,M,M,1,0,0,1,111670,78,0,1970,28
Bachelors ,Skilled Manual,F,M,1,1,1,1,56604,53,0,1969,29
Bachelors ,Skilled Manual,M,M,1,1,1,1,56870,87,0,1969,29
Bachelors ,Skilled Manual,F,S,1,0,2,2,56346,60,0,1969,29
Bachelors ,Skilled Manual,F,S,1,0,2,2,46686,63,0,1969,29
Bachelors ,Skilled Manual,M,S,1,0,2,2,58124,92,1,1969,29
Bachelors ,Skilled Manual,M,M,1,0,2,2,58742,100,0,1969,29
Bachelors ,Skilled Manual,M,M,1,0,2,2,67849,104,0,1969,29
Graduate Degree,Professional,F,M,1,0,0,1,100292,50,0,1969,29
Graduate Degree,Professional,M,M,1,0,0,1,117243,83,0,1969,29
Graduate Degree,Professional,F,M,1,0,0,1,109692,55,0,1971,27
Graduate Degree,Professional,F,S,1,0,0,1,85590,47,0,1971,27
Graduate Degree,Professional,F,M,1,0,0,1,70275,48,0,1971,27
Graduate Degree,Professional,M,M,1,0,0,2,124863,89,0,1971,27
Graduate Degree,Professional,F,M,1,0,0,2,103747,57,0,1971,27
Graduate Degree,Professional,M,M,1,0,0,1,105188,79,0,1969,29
Bachelors ,Skilled Manual,M,M,1,0,2,2,102249,111,1,1968,30
Bachelors ,Professional,M,S,0,1,0,0,72274,71,1,1967,31
Bachelors ,Professional,F,S,1,1,0,0,56248,54,1,1967,31
Bachelors ,Professional,M,M,0,1,0,0,61096,74,0,1967,31
Bachelors ,Professional,F,M,0,1,0,0,52066,43,0,1967,31
Graduate Degree,Professional,M,M,1,0,0,2,109588,82,0,1970,28
Graduate Degree,Professional,F,M,1,0,0,3,81129,50,0,1970,28
Graduate Degree,Professional,M,M,1,0,0,4,116479,85,0,1970,28
Graduate Degree,Professional,F,S,1,0,0,4,100969,50,0,1970,28
Bachelors ,Skilled Manual,M,M,1,1,2,2,106984,113,0,1967,31
Graduate Degree,Professional,F,M,1,0,0,0,93035,54,1,1966,32
Graduate Degree,Professional,M,M,1,0,0,0,110875,80,1,1966,32
Graduate Degree,Professional,F,M,1,0,0,0,99671,53,0,1966,32
Graduate Degree,Professional,F,M,1,0,0,0,82830,50,0,1966,32
Graduate Degree,Professional,F,M,1,0,0,4,102298,57,0,1966,32
Graduate Degree,Professional,F,S,1,0,0,5,102397,54,1,1966,32
Graduate Degree,Professional,F,M,1,0,0,2,93248,53,1,1969,29
Graduate Degree,Professional,F,M,1,2,5,5,92360,93,1,1969,29
Graduate Degree,Professional,F,M,1,2,5,5,101634,103,1,1969,29
Graduate Degree,Professional,F,M,1,0,0,3,119289,54,0,1969,29
Graduate Degree,Professional,M,M,1,0,0,3,161350,92,0,1969,29
Bachelors ,Professional,F,S,0,1,0,0,53188,48,0,1965,33
Bachelors ,Skilled Manual,M,M,1,1,3,3,127964,135,1,1965,33
Bachelors ,Skilled Manual,M,S,1,2,3,3,124539,120,1,1965,33
Bachelors ,Skilled Manual,M,M,1,2,3,3,106984,127,1,1965,33
Bachelors ,Skilled Manual,F,S,1,2,3,3,100220,76,1,1965,33
Bachelors ,Skilled Manual,M,S,0,2,3,3,124256,121,1,1965,33
Graduate Degree,Professional,M,S,1,1,0,0,123672,84,1,1965,33
Graduate Degree,Professional,M,M,1,1,0,0,102423,85,0,1965,33
Bachelors ,Professional,M,M,0,1,0,0,59959,73,1,1964,34
Bachelors ,Skilled Manual,M,S,1,3,4,4,67939,119,1,1964,34
Bachelors ,Skilled Manual,F,S,0,3,4,4,53824,74,1,1964,34
Bachelors ,Skilled Manual,F,S,1,3,4,4,55542,76,1,1964,34
High School,Skilled Manual,F,S,0,2,0,2,42600,25,0,1924,74
